,T0,T1,T2,u0,u1,u2,Ta0,Ta1,Ta2,y
11877,0.84928019,0.853090423,0.851411935,0.027735165,0.028461997,0.032297333,0.81,0.82,0.83,0.046167419
11878,0.858513674,0.84928019,0.853090423,0,0.027735165,0.028461997,0.8,0.81,0.82,0.033469425
11879,0.865207559,0.858513674,0.84928019,0,0,0.027735165,0.793333333,0.8,0.81,-0.096837191
11880,0.84584012,0.865207559,0.858513674,0,0,0,0.786666667,0.793333333,0.8,-0.081391212
11881,0.829561878,0.84584012,0.865207559,0,0,0,0.78,0.786666667,0.793333333,-0.029558352
11882,0.823650208,0.829561878,0.84584012,0,0,0,0.773333333,0.78,0.786666667,-0.080932651
11883,0.807463677,0.823650208,0.829561878,0,0,0,0.765,0.773333333,0.78,-0.105527284
11884,0.786358221,0.807463677,0.823650208,0,0,0,0.756666667,0.765,0.773333333,-0.106229065
11885,0.765112408,0.786358221,0.807463677,0,0,0,0.748333333,0.756666667,0.765,-0.026431994
11886,0.759826009,0.765112408,0.786358221,0,0,0,0.74,0.748333333,0.756666667,-0.067891031
11887,0.746247803,0.759826009,0.765112408,0,0,0,0.736666667,0.74,0.748333333,-0.008149242
11888,0.744617954,0.746247803,0.759826009,0,0,0,0.733333333,0.736666667,0.74,-0.016207156
11889,0.741376523,0.744617954,0.746247803,0,0,0,0.73,0.733333333,0.736666667,-0.065085622
11890,0.728359399,0.741376523,0.744617954,0,0,0,0.726666667,0.73,0.733333333,-0.071830023
11891,0.713993394,0.728359399,0.741376523,0,0,0,0.715,0.726666667,0.73,-0.064828151
11892,0.701027764,0.713993394,0.728359399,0,0,0,0.703333333,0.715,0.726666667,-0.065267855
11893,0.687974193,0.701027764,0.713993394,0,0,0,0.691666667,0.703333333,0.715,-0.003037348
11894,0.687366723,0.687974193,0.701027764,0,0,0,0.68,0.691666667,0.703333333,-0.027624113
11895,0.6818419,0.687366723,0.687974193,0,0,0,0.676666667,0.68,0.691666667,-0.072388938
11896,0.667364113,0.6818419,0.687366723,0,0,0,0.673333333,0.676666667,0.68,-0.069072116
11897,0.65354969,0.667364113,0.6818419,0,0,0,0.67,0.673333333,0.676666667,0.017398032
11898,0.657029296,0.65354969,0.667364113,0,0,0,0.666666667,0.67,0.673333333,-0.055298572
11899,0.645969582,0.657029296,0.65354969,0,0,0,0.6525,0.666666667,0.67,-0.029364703
11900,0.640096641,0.645969582,0.657029296,0,0,0,0.638333333,0.6525,0.666666667,-0.039003721
11901,0.632295897,0.640096641,0.645969582,0,0,0,0.624166667,0.638333333,0.6525,-0.114901552
11902,0.609315586,0.632295897,0.640096641,0,0,0,0.61,0.624166667,0.638333333,0.023676851
11903,0.614050957,0.609315586,0.632295897,0,0,0,0.604166667,0.61,0.624166667,-0.022423362
11904,0.609566284,0.614050957,0.609315586,0,0,0,0.598333333,0.604166667,0.61,-0.076513012
11905,0.594263682,0.609566284,0.614050957,0,0,0,0.5925,0.598333333,0.604166667,-0.032131327
11906,0.587837416,0.594263682,0.609566284,0,0,0,0.586666667,0.5925,0.598333333,-0.01292189
11907,0.585253039,0.587837416,0.594263682,0,0,0,0.575833333,0.586666667,0.5925,-0.012167403
11908,0.582819558,0.585253039,0.587837416,0,0,0,0.565,0.575833333,0.586666667,-0.075558506
11909,0.567707857,0.582819558,0.585253039,0,0,0,0.554166667,0.565,0.575833333,-0.110375039
11910,0.545632849,0.567707857,0.582819558,0,0,0,0.543333333,0.554166667,0.565,-0.086225587
11911,0.528387731,0.545632849,0.567707857,0,0,0,0.535833333,0.543333333,0.554166667,-0.016580257
11912,0.52507168,0.528387731,0.545632849,0,0,0,0.528333333,0.535833333,0.543333333,0.004301929
11913,0.525932066,0.52507168,0.528387731,0,0,0,0.520833333,0.528333333,0.535833333,-0.08006553
11914,0.50991896,0.525932066,0.52507168,0,0,0,0.513333333,0.520833333,0.528333333,-0.079454541
11915,0.494028052,0.50991896,0.525932066,0,0,0,0.504166667,0.513333333,0.520833333,-0.034805205
11916,0.487067011,0.494028052,0.50991896,0,0,0,0.495,0.504166667,0.513333333,-0.042214048
11917,0.478624201,0.487067011,0.494028052,0,0,0,0.485833333,0.495,0.504166667,-0.03146035
11918,0.472332131,0.478624201,0.487067011,0,0,0,0.476666667,0.485833333,0.495,-0.07794934
11919,0.456742263,0.472332131,0.478624201,0,0,0,0.483333333,0.476666667,0.485833333,-0.016464467
11920,0.45344937,0.456742263,0.472332131,0,0,0,0.49,0.483333333,0.476666667,-0.095821532
11921,0.434285063,0.45344937,0.456742263,0,0,0,0.496666667,0.49,0.483333333,0.014373022
11922,0.437159668,0.434285063,0.45344937,0.009252292,0,0,0.503333333,0.496666667,0.49,-0.063498501
11923,0.424459967,0.437159668,0.434285063,0.072929358,0.009252292,0,0.505,0.503333333,0.496666667,-0.029192673
11924,0.418621433,0.424459967,0.437159668,0.138865171,0.072929358,0.009252292,0.506666667,0.505,0.503333333,0.010858894
11925,0.420793212,0.418621433,0.424459967,0.206008221,0.138865171,0.072929358,0.508333333,0.506666667,0.505,0.098707357
11926,0.440534683,0.420793212,0.418621433,0.268337184,0.206008221,0.138865171,0.51,0.508333333,0.506666667,0.147794366
11927,0.470093556,0.440534683,0.420793212,0.271064804,0.268337184,0.206008221,0.539166667,0.51,0.508333333,0.19607095
11928,0.509307746,0.470093556,0.440534683,0.266517995,0.271064804,0.268337184,0.568333333,0.539166667,0.51,0.250344392
11929,0.559376624,0.509307746,0.470093556,0.253460719,0.266517995,0.271064804,0.5975,0.568333333,0.539166667,0.11321774
11930,0.582020172,0.559376624,0.509307746,0.253619948,0.253460719,0.266517995,0.626666667,0.5975,0.568333333,0.173424315
11931,0.616705035,0.582020172,0.559376624,0.245497102,0.253619948,0.253460719,0.6475,0.626666667,0.5975,0.138155963
11932,0.644336228,0.616705035,0.582020172,0.23956196,0.245497102,0.253619948,0.668333333,0.6475,0.626666667,0.20080194
11933,0.684496616,0.644336228,0.616705035,0.224783054,0.23956196,0.245497102,0.689166667,0.668333333,0.6475,0.07466149
11934,0.699428914,0.684496616,0.644336228,0.222489402,0.224783054,0.23956196,0.71,0.689166667,0.668333333,0.172570463
11935,0.733943007,0.699428914,0.684496616,0.207943463,0.222489402,0.224783054,0.73,0.71,0.689166667,0.10827852
11936,0.755598711,0.733943007,0.699428914,0.198980802,0.207943463,0.222489402,0.75,0.73,0.71,0.153822673
11937,0.786363245,0.755598711,0.733943007,0.183501562,0.198980802,0.207943463,0.77,0.75,0.73,0.02961561
11938,0.792286367,0.786363245,0.755598711,0.180804005,0.183501562,0.198980802,0.79,0.77,0.75,0.051207734
11939,0.802527914,0.792286367,0.786363245,0.175258305,0.180804005,0.183501562,0.8025,0.79,0.77,0.102849552
11940,0.823097824,0.802527914,0.792286367,0.163118751,0.175258305,0.180804005,0.815,0.8025,0.79,0.037015965
11941,0.830501017,0.823097824,0.802527914,0.157517009,0.163118751,0.175258305,0.8275,0.815,0.8025,0.043284695
11942,0.839157956,0.830501017,0.823097824,0.150772627,0.157517009,0.163118751,0.84,0.8275,0.815,0.046279398
11943,0.848413836,0.839157956,0.830501017,0.143197922,0.150772627,0.157517009,0.859166667,0.84,0.8275,0.032499559
11944,0.854913748,0.848413836,0.839157956,0.136716649,0.143197922,0.150772627,0.878333333,0.859166667,0.84,-0.044157097
11945,0.846082329,0.854913748,0.848413836,0.138817546,0.136716649,0.143197922,0.8975,0.878333333,0.859166667,0.021408659
11946,0.85036406,0.846082329,0.854913748,0.13375974,0.138817546,0.136716649,0.916666667,0.8975,0.878333333,-0.022387872
11947,0.845886486,0.85036406,0.846082329,0.133573655,0.13375974,0.138817546,0.9175,0.916666667,0.8975,0.003829429
11948,0.846652372,0.845886486,0.85036406,0.130577639,0.133573655,0.13375974,0.918333333,0.9175,0.916666667,0.032945138
11949,0.853241399,0.846652372,0.845886486,0.124142241,0.130577639,0.133573655,0.919166667,0.918333333,0.9175,0.057529704
11950,0.86474734,0.853241399,0.846652372,0.114472587,0.124142241,0.130577639,0.92,0.919166667,0.918333333,0.060723627
11951,0.876892066,0.86474734,0.853241399,0.103791089,0.114472587,0.124142241,0.935,0.92,0.919166667,-0.051853534
11952,0.866521359,0.876892066,0.86474734,0.105568887,0.103791089,0.114472587,0.95,0.935,0.92,0.0222318
11953,0.870967719,0.866521359,0.876892066,0.099279546,0.105568887,0.103791089,0.965,0.95,0.935,-0.064989005
11954,0.857969918,0.870967719,0.866521359,0.102918945,0.099279546,0.105568887,0.98,0.965,0.95,0.032350498
11955,0.864440018,0.857969918,0.870967719,0.09592417,0.102918945,0.099279546,0.975,0.98,0.965,0.013794915
11956,0.867199001,0.864440018,0.857969918,0.090734762,0.09592417,0.102918945,0.97,0.975,0.98,0.003573767
11957,0.867913754,0.867199001,0.864440018,0.086584545,0.090734762,0.09592417,0.965,0.97,0.975,-0.019063444
11958,0.864101065,0.867913754,0.867199001,0.085035627,0.086584545,0.090734762,0.96,0.965,0.97,0.051388498
11959,0.874378765,0.864101065,0.867913754,0.075479132,0.085035627,0.086584545,0.9525,0.96,0.965,-0.052010999
11960,0.863976565,0.874378765,0.864101065,0.077414928,0.075479132,0.085035627,0.945,0.9525,0.96,0.016402732
11961,0.867257111,0.863976565,0.874378765,0.071947022,0.077414928,0.075479132,0.9375,0.945,0.9525,0.04869009
11962,0.876995129,0.867257111,0.863976565,0.062530006,0.071947022,0.077414928,0.93,0.9375,0.945,-0.002222133
11963,0.876550703,0.876995129,0.867257111,0.058511747,0.062530006,0.071947022,0.894166667,0.93,0.9375,0.040685734
11964,0.884687849,0.876550703,0.876995129,0.049512262,0.058511747,0.062530006,0.858333333,0.894166667,0.93,-0.041980227
11965,0.876291804,0.884687849,0.876550703,0.049705074,0.049512262,0.058511747,0.8225,0.858333333,0.894166667,0.016838599
11966,0.879659524,0.876291804,0.884687849,0.043502137,0.049705074,0.049512262,0.786666667,0.8225,0.858333333,-0.105069279
11967,0.858645668,0.879659524,0.876291804,0.051334691,0.043502137,0.049705074,0.7625,0.786666667,0.8225,-0.061749425
11968,0.846295783,0.858645668,0.879659524,0.055280698,0.051334691,0.043502137,0.738333333,0.7625,0.786666667,-0.145319993
11969,0.817231784,0.846295783,0.858645668,0.069662709,0.055280698,0.051334691,0.714166667,0.738333333,0.7625,-0.009548636
11970,0.815322057,0.817231784,0.846295783,0.069819395,0.069662709,0.055280698,0.69,0.714166667,0.738333333,-0.073993682
11971,0.800523321,0.815322057,0.817231784,0.077600766,0.069819395,0.069662709,0.666666667,0.69,0.714166667,0.053486898
11972,0.8112207,0.800523321,0.815322057,0.071331555,0.077600766,0.069819395,0.643333333,0.666666667,0.69,0.037718553
11973,0.818764411,0.8112207,0.800523321,0.066307685,0.071331555,0.077600766,0.62,0.643333333,0.666666667,0.00691761
11974,0.820147933,0.818764411,0.8112207,0,0.066307685,0.071331555,0.596666667,0.62,0.643333333,0.023314266
11975,0.824810786,0.820147933,0.818764411,0,0,0.066307685,0.591666667,0.596666667,0.62,-0.065428776
11976,0.811725031,0.824810786,0.820147933,0,0,0,0.586666667,0.591666667,0.596666667,-0.132036503
11977,0.78531773,0.811725031,0.824810786,0,0,0,0.581666667,0.586666667,0.591666667,-0.03853722
11978,0.777610286,0.78531773,0.811725031,0,0,0,0.576666667,0.581666667,0.586666667,-0.027686431
11979,0.772073,0.777610286,0.78531773,0,0,0,0.575,0.576666667,0.581666667,-0.081398806
11980,0.755793239,0.772073,0.777610286,0,0,0,0.573333333,0.575,0.576666667,-0.174110675
11981,0.720971104,0.755793239,0.772073,0,0,0,0.571666667,0.573333333,0.575,-0.076578591
11982,0.705655386,0.720971104,0.755793239,0,0,0,0.57,0.571666667,0.573333333,0.017746627
11983,0.709204711,0.705655386,0.720971104,0,0,0,0.568333333,0.57,0.571666667,-0.105709208
11984,0.68806287,0.709204711,0.705655386,0,0,0,0.566666667,0.568333333,0.57,-0.103830677
11985,0.667296734,0.68806287,0.709204711,0,0,0,0.565,0.566666667,0.568333333,-0.093752561
11986,0.648546222,0.667296734,0.68806287,0,0,0,0.563333333,0.565,0.566666667,-0.148423129
11987,0.618861596,0.648546222,0.667296734,0,0,0,0.56,0.563333333,0.565,-0.006354893
11988,0.617590618,0.618861596,0.648546222,0,0,0,0.556666667,0.56,0.563333333,-0.027501342
11989,0.612090349,0.617590618,0.618861596,0,0,0,0.553333333,0.556666667,0.56,-0.026813631
11990,0.606727623,0.612090349,0.617590618,0,0,0,0.55,0.553333333,0.556666667,-0.09427459
11991,0.587872705,0.606727623,0.612090349,0,0,0,0.546666667,0.55,0.553333333,-0.128984844
11992,0.562075736,0.587872705,0.606727623,0,0,0,0.543333333,0.546666667,0.55,-0.073701683
11993,0.5473354,0.562075736,0.587872705,0,0,0,0.54,0.543333333,0.546666667,-0.00921733
11994,0.545491934,0.5473354,0.562075736,0,0,0,0.536666667,0.54,0.543333333,-0.03363456
11995,0.538765022,0.545491934,0.5473354,0,0,0,0.534166667,0.536666667,0.54,0.031984537
11996,0.545161929,0.538765022,0.545491934,0,0,0,0.531666667,0.534166667,0.536666667,-0.021061365
11997,0.540949656,0.545161929,0.538765022,0,0,0,0.529166667,0.531666667,0.534166667,-0.053259517
11998,0.530297753,0.540949656,0.545161929,0,0,0,0.526666667,0.529166667,0.531666667,-0.063732662
11999,0.51755122,0.530297753,0.540949656,0,0,0,0.525,0.526666667,0.529166667,-0.067680482
12000,0.504015124,0.51755122,0.530297753,0,0,0,0.523333333,0.525,0.526666667,0.008467617
12001,0.505708647,0.504015124,0.51755122,0,0,0,0.521666667,0.523333333,0.525,-0.138905493
12002,0.477927549,0.505708647,0.504015124,0,0,0,0.52,0.521666667,0.523333333,-0.07449619
12003,0.463028311,0.477927549,0.505708647,0,0,0,0.52,0.52,0.521666667,-0.113832814
12004,0.440261748,0.463028311,0.477927549,0,0,0,0.52,0.52,0.52,-0.006757876
12005,0.438910173,0.440261748,0.463028311,0,0,0,0.52,0.52,0.52,-0.043089537
12006,0.430292265,0.438910173,0.440261748,0,0,0,0.52,0.52,0.52,-0.034640706
12007,0.423364124,0.430292265,0.438910173,0,0,0,0.519166667,0.52,0.52,-0.026372072
12008,0.41808971,0.423364124,0.430292265,0,0,0,0.518333333,0.519166667,0.52,-0.082236574
12009,0.401642395,0.41808971,0.423364124,0,0,0,0.5175,0.518333333,0.519166667,-0.071693306
12010,0.387303734,0.401642395,0.41808971,0,0,0,0.516666667,0.5175,0.518333333,-0.053253928
12011,0.376652948,0.387303734,0.401642395,0,0,0,0.518333333,0.516666667,0.5175,-0.010275061
12012,0.374597936,0.376652948,0.387303734,0,0,0,0.52,0.518333333,0.516666667,-0.034858754
12013,0.367626185,0.374597936,0.376652948,0,0,0,0.521666667,0.52,0.518333333,-0.081485734
12014,0.351329039,0.367626185,0.374597936,0,0,0,0.523333333,0.521666667,0.52,-0.008422695
12015,0.3496445,0.351329039,0.367626185,0,0,0,0.5225,0.523333333,0.521666667,-0.054817747
12016,0.33868095,0.3496445,0.351329039,0,0,0,0.521666667,0.5225,0.523333333,-0.00098525
12017,0.3384839,0.33868095,0.3496445,0.032049292,0,0,0.520833333,0.521666667,0.5225,-0.001808628
12018,0.338122175,0.3384839,0.33868095,0.088455638,0.032049292,0,0.52,0.520833333,0.521666667,0.049769628
12019,0.3480761,0.338122175,0.3384839,0.144420171,0.088455638,0.032049292,0.520833333,0.52,0.520833333,0.084459439
12020,0.364967988,0.3480761,0.338122175,0.20134012,0.144420171,0.088455638,0.521666667,0.520833333,0.52,0.135224634
12021,0.392012915,0.364967988,0.3480761,0.25695458,0.20134012,0.144420171,0.5225,0.521666667,0.520833333,0.120288291
12022,0.416070573,0.392012915,0.364967988,0.318364673,0.25695458,0.20134012,0.523333333,0.5225,0.521666667,0.194851375
12023,0.455040848,0.416070573,0.392012915,0.316961425,0.318364673,0.25695458,0.525,0.523333333,0.5225,0.268462231
12024,0.508733294,0.455040848,0.416070573,0.304805229,0.316961425,0.318364673,0.526666667,0.525,0.523333333,0.210934398
12025,0.550920174,0.508733294,0.455040848,0.296377699,0.304805229,0.316961425,0.528333333,0.526666667,0.525,0.295953787
12026,0.610110931,0.550920174,0.508733294,0.275687526,0.296377699,0.304805229,0.53,0.528333333,0.526666667,0.178767337
12027,0.645864399,0.610110931,0.550920174,0.265380729,0.275687526,0.296377699,0.533333333,0.53,0.528333333,0.202551382
12028,0.686374675,0.645864399,0.610110931,0.250312824,0.265380729,0.275687526,0.536666667,0.533333333,0.53,0.111918976
12029,0.70875847,0.686374675,0.645864399,0.243568128,0.250312824,0.265380729,0.54,0.536666667,0.533333333,0.104672962
12030,0.729693063,0.70875847,0.686374675,0.236425256,0.243568128,0.250312824,0.543333333,0.54,0.536666667,0.150683827
12031,0.759829828,0.729693063,0.70875847,0.222751417,0.236425256,0.243568128,0.551666667,0.543333333,0.54,0.022298568
12032,0.764289542,0.759829828,0.729693063,0.222381594,0.222751417,0.236425256,0.56,0.551666667,0.543333333,0.078160141
12033,0.77992157,0.764289542,0.759829828,0.215246825,0.222381594,0.222751417,0.568333333,0.56,0.551666667,-0.031195692
12034,0.773682431,0.77992157,0.764289542,0.220001791,0.215246825,0.222381594,0.576666667,0.568333333,0.56,0.074716856
12035,0.788625803,0.773682431,0.77992157,0.212746911,0.220001791,0.215246825,0.583333333,0.576666667,0.568333333,0.036677256
12036,0.795961254,0.788625803,0.773682431,0.209099798,0.212746911,0.220001791,0.59,0.583333333,0.576666667,-0.007249648
12037,0.794511324,0.795961254,0.788625803,0.210169965,0.209099798,0.212746911,0.596666667,0.59,0.583333333,0.107364541
12038,0.815984232,0.794511324,0.795961254,0.197949029,0.210169965,0.209099798,0.603333333,0.596666667,0.59,0.038797233
12039,0.823743679,0.815984232,0.794511324,0.192534672,0.197949029,0.210169965,0.61,0.603333333,0.596666667,-0.028585902
12040,0.818026499,0.823743679,0.815984232,0.1945506,0.192534672,0.197949029,0.616666667,0.61,0.603333333,0.017358032
12041,0.821498105,0.818026499,0.823743679,0.191524025,0.1945506,0.192534672,0.623333333,0.616666667,0.61,-0.098613104
12042,0.801775484,0.821498105,0.818026499,0.201834547,0.191524025,0.1945506,0.63,0.623333333,0.616666667,-0.016599945
12043,0.798455495,0.801775484,0.821498105,0.20367257,0.201834547,0.191524025,0.6375,0.63,0.623333333,0.09541995
12044,0.817539485,0.798455495,0.801775484,0.192626048,0.20367257,0.201834547,0.645,0.6375,0.63,-0.06922174
12045,0.803695137,0.817539485,0.798455495,0.199727502,0.192626048,0.20367257,0.6525,0.645,0.6375,0.040818623
12046,0.811858862,0.803695137,0.817539485,0.194760044,0.199727502,0.192626048,0.66,0.6525,0.645,0.023115406
12047,0.816481943,0.811858862,0.803695137,0.191404421,0.194760044,0.199727502,0.664166667,0.66,0.6525,0.039899694
12048,0.824461882,0.816481943,0.811858862,0.185833793,0.191404421,0.194760044,0.668333333,0.664166667,0.66,0.016159203
12049,0.827693722,0.824461882,0.816481943,0.182589559,0.185833793,0.191404421,0.6725,0.668333333,0.664166667,-0.076836304
12050,0.812326462,0.827693722,0.824461882,0.190015254,0.182589559,0.185833793,0.676666667,0.6725,0.668333333,0.051872087
12051,0.822700879,0.812326462,0.827693722,0.183278708,0.190015254,0.182589559,0.683333333,0.676666667,0.6725,-0.002420005
12052,0.822216878,0.822700879,0.812326462,0.182299882,0.183278708,0.190015254,0.69,0.683333333,0.676666667,0.077008302
12053,0.837618538,0.822216878,0.822700879,0.172081309,0.182299882,0.183278708,0.696666667,0.69,0.683333333,0.073404644
12054,0.852299467,0.837618538,0.822216878,0.161427515,0.172081309,0.182299882,0.703333333,0.696666667,0.69,0.008385247
12055,0.853976517,0.852299467,0.837618538,0.15754371,0.161427515,0.172081309,0.7075,0.703333333,0.696666667,0.090850105
12056,0.872146538,0.853976517,0.852299467,0.143945836,0.15754371,0.161427515,0.711666667,0.7075,0.703333333,-0.091804277
12057,0.853785682,0.872146538,0.853976517,0.150648194,0.143945836,0.15754371,0.715833333,0.711666667,0.7075,0.012166582
12058,0.856218999,0.853785682,0.872146538,0.146240666,0.150648194,0.143945836,0.72,0.715833333,0.711666667,0.008769883
12059,0.857972975,0.856218999,0.853785682,0.142094235,0.146240666,0.150648194,0.724166667,0.72,0.715833333,-0.043164391
12060,0.849340097,0.857972975,0.856218999,0.14390936,0.142094235,0.146240666,0.728333333,0.724166667,0.72,-0.011129598
12061,0.847114177,0.849340097,0.857972975,0.142466696,0.14390936,0.142094235,0.7325,0.728333333,0.724166667,0.003301627
12062,0.847774503,0.847114177,0.849340097,0.139464052,0.142466696,0.14390936,0.736666667,0.7325,0.728333333,-0.047581211
12063,0.838258261,0.847774503,0.847114177,0.142361054,0.139464052,0.142466696,0.730833333,0.736666667,0.7325,0.057542044
12064,0.84976667,0.838258261,0.847774503,0.133522357,0.142361054,0.139464052,0.725,0.730833333,0.736666667,-0.011796706
12065,0.847407328,0.84976667,0.838258261,0.132133824,0.133522357,0.142361054,0.719166667,0.725,0.730833333,0.10470316
12066,0.86834796,0.847407328,0.84976667,0.117284715,0.132133824,0.133522357,0.713333333,0.719166667,0.725,0.025954762
12067,0.873538913,0.86834796,0.847407328,0.110459551,0.117284715,0.132133824,0.708333333,0.713333333,0.719166667,-0.019958387
12068,0.869547235,0.873538913,0.86834796,0.108702534,0.110459551,0.117284715,0.703333333,0.708333333,0.713333333,-0.061034151
12069,0.857340405,0.869547235,0.873538913,0.11195945,0.108702534,0.110459551,0.698333333,0.703333333,0.708333333,-0.025413576
12070,0.85225769,0.857340405,0.869547235,0,0.11195945,0.108702534,0.693333333,0.698333333,0.703333333,-0.023870774
12071,0.847483535,0.85225769,0.857340405,0,0,0.11195945,0.690833333,0.693333333,0.698333333,-0.098878447
12072,0.827707846,0.847483535,0.85225769,0,0,0,0.688333333,0.690833333,0.693333333,-0.074906194
12073,0.812726607,0.827707846,0.847483535,0,0,0,0.685833333,0.688333333,0.690833333,-0.094662022
12074,0.793794203,0.812726607,0.827707846,0,0,0,0.683333333,0.685833333,0.688333333,-0.075008907
12075,0.778792421,0.793794203,0.812726607,0,0,0,0.68,0.683333333,0.685833333,-0.093748312
12076,0.760042759,0.778792421,0.793794203,0,0,0,0.676666667,0.68,0.683333333,-0.068061454
12077,0.746430468,0.760042759,0.778792421,0,0,0,0.673333333,0.676666667,0.68,-0.048135492
12078,0.73680337,0.746430468,0.760042759,0,0,0,0.67,0.673333333,0.676666667,-0.10543435
12079,0.7157165,0.73680337,0.746430468,0,0,0,0.665833333,0.67,0.673333333,-0.065527018
12080,0.702611096,0.7157165,0.73680337,0,0,0,0.661666667,0.665833333,0.67,-0.095314073
12081,0.683548282,0.702611096,0.7157165,0,0,0,0.6575,0.661666667,0.665833333,-0.115304116
12082,0.660487458,0.683548282,0.702611096,0,0,0,0.653333333,0.6575,0.661666667,-0.117618345
12083,0.636963789,0.660487458,0.683548282,0,0,0,0.651666667,0.653333333,0.6575,-0.099733522
12084,0.617017085,0.636963789,0.660487458,0,0,0,0.65,0.651666667,0.653333333,-0.03635505
12085,0.609746075,0.617017085,0.636963789,0,0,0,0.648333333,0.65,0.651666667,-0.045097387
12086,0.600726598,0.609746075,0.617017085,0,0,0,0.646666667,0.648333333,0.65,0.014702725
12087,0.603667142,0.600726598,0.609746075,0,0,0,0.63,0.646666667,0.648333333,-0.026251724
12088,0.598416798,0.603667142,0.600726598,0,0,0,0.613333333,0.63,0.646666667,0.048090606
12089,0.608034919,0.598416798,0.603667142,0,0,0,0.596666667,0.613333333,0.63,0.036426866
12090,0.615320292,0.608034919,0.598416798,0,0,0,0.58,0.596666667,0.613333333,-0.072576551
12091,0.600804982,0.615320292,0.608034919,0,0,0,0.543333333,0.58,0.596666667,-0.050459695
12092,0.590713043,0.600804982,0.615320292,0,0,0,0.506666667,0.543333333,0.58,0.015533054
12093,0.593819654,0.590713043,0.600804982,0,0,0,0.47,0.506666667,0.543333333,-0.090255505
12094,0.575768553,0.593819654,0.590713043,0,0,0,0.433333333,0.47,0.506666667,-0.019096255
12095,0.571949302,0.575768553,0.593819654,0,0,0,0.43,0.433333333,0.47,-0.031861598
12096,0.565576982,0.571949302,0.575768553,0,0,0,0.426666667,0.43,0.433333333,-0.090545066
12097,0.547467969,0.565576982,0.571949302,0,0,0,0.423333333,0.426666667,0.43,0.008159076
12098,0.549099784,0.547467969,0.565576982,0,0,0,0.42,0.423333333,0.426666667,0.012717941
12099,0.551643372,0.549099784,0.547467969,0,0,0,0.42,0.42,0.423333333,-0.110393723
12100,0.529564628,0.551643372,0.549099784,0,0,0,0.42,0.42,0.42,-0.099387331
12101,0.509687161,0.529564628,0.551643372,0,0,0,0.42,0.42,0.42,-0.102715355
12102,0.48914409,0.509687161,0.529564628,0,0,0,0.42,0.42,0.42,0.063648009
12103,0.501873692,0.48914409,0.509687161,0,0,0,0.418333333,0.42,0.42,-0.105212683
12104,0.480831156,0.501873692,0.48914409,0,0,0,0.416666667,0.418333333,0.42,-0.008175556
12105,0.479196044,0.480831156,0.501873692,0,0,0,0.415,0.416666667,0.418333333,-0.03512338
12106,0.472171368,0.479196044,0.480831156,0,0,0,0.413333333,0.415,0.416666667,-0.022270841
12107,0.4677172,0.472171368,0.479196044,0,0,0,0.413333333,0.413333333,0.415,-0.006667705
12108,0.466383659,0.4677172,0.472171368,0,0,0,0.413333333,0.413333333,0.413333333,-0.029111784
12109,0.460561302,0.466383659,0.4677172,0,0,0,0.413333333,0.413333333,0.413333333,-0.04152278
12110,0.452256747,0.460561302,0.466383659,0,0,0,0.413333333,0.413333333,0.413333333,-0.071410409
12111,0.437974665,0.452256747,0.460561302,0,0,0,0.418333333,0.413333333,0.413333333,-0.101788458
12112,0.417616973,0.437974665,0.452256747,0,0,0,0.423333333,0.418333333,0.413333333,-0.040179127
12113,0.409581148,0.417616973,0.437974665,0,0,0,0.428333333,0.423333333,0.418333333,-0.094023435
12114,0.390776461,0.409581148,0.417616973,0,0,0,0.433333333,0.428333333,0.423333333,-0.004491971
12115,0.389878066,0.390776461,0.409581148,0,0,0,0.435833333,0.433333333,0.428333333,-0.122556464
12116,0.365366774,0.389878066,0.390776461,0,0,0,0.438333333,0.435833333,0.433333333,-0.056123009
12117,0.354142172,0.365366774,0.389878066,0,0,0,0.440833333,0.438333333,0.435833333,0.00074133
12118,0.354290438,0.354142172,0.365366774,0,0,0,0.443333333,0.440833333,0.438333333,-0.016206006
12119,0.351049237,0.354290438,0.354142172,0,0,0,0.449166667,0.443333333,0.440833333,-0.117048255
12120,0.327639586,0.351049237,0.354290438,0,0,0,0.455,0.449166667,0.443333333,0.009504475
12121,0.329540481,0.327639586,0.351049237,0,0,0,0.460833333,0.455,0.449166667,-0.054711588
12122,0.318598163,0.329540481,0.327639586,0,0,0,0.466666667,0.460833333,0.455,-0.160493152
12123,0.286499533,0.318598163,0.329540481,0,0,0,0.475833333,0.466666667,0.460833333,-0.054991332
12124,0.275501266,0.286499533,0.318598163,0,0,0,0.485,0.475833333,0.466666667,-0.024803298
12125,0.270540607,0.275501266,0.286499533,0,0,0,0.494166667,0.485,0.475833333,-0.0953852
12126,0.251463567,0.270540607,0.275501266,0,0,0,0.503333333,0.494166667,0.485,-0.003536175
12127,0.250756332,0.251463567,0.270540607,0,0,0,0.513333333,0.503333333,0.494166667,-0.078880041
12128,0.234980324,0.250756332,0.251463567,0,0,0,0.523333333,0.513333333,0.503333333,-0.041975128
12129,0.226585298,0.234980324,0.250756332,0,0,0,0.533333333,0.523333333,0.513333333,-0.014068981
12130,0.223771502,0.226585298,0.234980324,0,0,0,0.543333333,0.533333333,0.523333333,-0.059466124
12131,0.211878277,0.223771502,0.226585298,0.000838463,0,0,0.551666667,0.543333333,0.533333333,0.011504722
